date,price
2016-03-31,7738.4
2016-03-30,7735.2
2016-03-29,7597
2016-03-28,7615.1
2016-03-23,7716.5
2016-03-22,7714.9
2016-03-21,7704.25
2016-03-18,7604.35
2016-03-17,7512.55
2016-03-16,7498.75
2016-03-15,7460.6
2016-03-14,7538.75
2016-03-11,7510.2
2016-03-10,7486.15
2016-03-09,7531.8
2016-03-08,7485.3
2016-03-04,7485.35
2016-03-03,7475.6
2016-03-02,7368.85
2016-03-01,7222.3
2016-02-29,6987.05
2016-02-26,7029.75
2016-02-25,6970.6
2016-02-24,7018.7
2016-02-23,7109.55
2016-02-22,7234.55
2016-02-19,7210.75
2016-02-18,7191.75
2016-02-17,7108.45
2016-02-16,7048.25
2016-02-15,7162.95
2016-02-12,6980.95
2016-02-11,6976.35
2016-02-10,7215.7
2016-02-09,7298.2
2016-02-08,7387.25
2016-02-05,7489.1
2016-02-04,7404
2016-02-03,7361.8
2016-02-02,7455.55
2016-02-01,7555.95
2016-01-29,7563.55
2016-01-28,7424.65
2016-01-27,7437.75
2016-01-25,7436.15
2016-01-22,7422.45
2016-01-21,7276.8
2016-01-20,7309.3
2016-01-19,7435.1
2016-01-18,7351
2016-01-15,7437.8
2016-01-14,7536.8
2016-01-13,7562.4
2016-01-12,7510.3
2016-01-11,7563.85
2016-01-08,7601.35
2016-01-07,7568.3
2016-01-06,7741
2016-01-05,7784.65
2016-01-04,7791.3
2016-01-01,7982
2015-12-31,7946.35
2015-12-30,7896.25
2015-12-29,7928.95
2015-12-28,7925.15
2015-12-24,7861.05
2015-12-23,7865.95
2015-12-22,7786.1
2015-12-21,7834.45
2015-12-18,7761.95
2015-12-17,7844.35
2015-12-16,7750.9
2015-12-15,7700.9
2015-12-14,7650.05
2015-12-11,7610.45
2015-12-10,7683.3
2015-12-09,7612.5
2015-12-08,7701.7
2015-12-07,7765.4
2015-12-04,7781.9
2015-12-03,7864.15
2015-12-02,7931.35
2015-12-01,7954.9
2015-11-30,7935.25
2015-11-27,7942.7
2015-11-26,7883.8
2015-11-24,7831.6
2015-11-23,7849.25
2015-11-20,7856.55
2015-11-19,7842.75
2015-11-18,7731.8
2015-11-17,7837.55
2015-11-16,7806.6
2015-11-13,7762.25
2015-11-11,7825
2015-11-10,7783.35
2015-11-09,7915.2
2015-11-06,7954.3
2015-11-05,7955.45
2015-11-04,8040.2
2015-11-03,8060.7
2015-11-02,8050.8
2015-10-30,8065.8
2015-10-29,8111.75
2015-10-28,8171.2
2015-10-27,8232.9
2015-10-26,8260.55
2015-10-23,8295.45
2015-10-21,8251.7
2015-10-20,8261.65
2015-10-19,8275.05
2015-10-16,8238.15
2015-10-15,8179.5
2015-10-14,8107.9
2015-10-13,8131.7
2015-10-12,8143.6
2015-10-09,8189.7
2015-10-08,8129.35
2015-10-07,8177.4
2015-10-06,8152.9
2015-10-05,8119.3
2015-10-01,7950.9
2015-09-30,7948.9
2015-09-29,7843.3
2015-09-28,7795.7
2015-09-24,7868.5
2015-09-23,7845.95
2015-09-22,7812
2015-09-21,7977.1
2015-09-18,7981.9
2015-09-16,7899.15
2015-09-15,7829.1
2015-09-14,7872.25
2015-09-11,7789.3
2015-09-10,7788.1
2015-09-09,7818.6
2015-09-08,7688.25
2015-09-07,7558.8
2015-09-04,7655.05
2015-09-03,7823
2015-09-02,7717
2015-09-01,7785.85
2015-08-31,7971.3
2015-08-28,8001.95
2015-08-27,7948.95
2015-08-26,7791.85
2015-08-25,7880.7
2015-08-24,7809
2015-08-21,8299.95
2015-08-20,8372.75
2015-08-19,8495.15
2015-08-18,8466.55
2015-08-17,8477.3
2015-08-14,8518.55
2015-08-13,8355.85
2015-08-12,8349.45
2015-08-11,8462.35
2015-08-10,8525.6
2015-08-07,8564.6
2015-08-06,8588.65
2015-08-05,8567.95
2015-08-04,8516.9
2015-08-03,8543.05
2015-07-31,8532.85
2015-07-30,8421.8
2015-07-29,8375.05
2015-07-28,8337
2015-07-27,8361
2015-07-24,8521.55
2015-07-23,8589.8
2015-07-22,8633.5
2015-07-21,8529.45
2015-07-20,8603.45
2015-07-17,8609.85
2015-07-16,8608.05
2015-07-15,8523.8
2015-07-14,8454.1
2015-07-13,8459.65
2015-07-10,8360.55
2015-07-09,8328.55
2015-07-08,8363.05
2015-07-07,8510.8
2015-07-06,8522.15
2015-07-03,8484.9
2015-07-02,8444.9
2015-07-01,8453.05
2015-06-30,8368.5
2015-06-29,8318.4
2015-06-26,8381.1
2015-06-25,8398
2015-06-24,8360.85
2015-06-23,8381.55
2015-06-22,8353.1
2015-06-19,8224.95
2015-06-18,8174.6
2015-06-17,8091.55
2015-06-16,8047.3
2015-06-15,8013.9
2015-06-12,7982.9
2015-06-11,7965.35
2015-06-10,8124.45
2015-06-09,8022.4
2015-06-08,8044.15
2015-06-05,8114.7
2015-06-04,8130.65
2015-06-03,8135.1
2015-06-02,8236.45
2015-06-01,8433.4
2015-05-29,8433.65
2015-05-28,8319
2015-05-27,8334.6
2015-05-26,8339.35
2015-05-25,8370.25
2015-05-22,8458.95
2015-05-21,8421
2015-05-20,8423.25
2015-05-19,8365.65
2015-05-18,8373.65
2015-05-15,8262.35
2015-05-14,8224.2
2015-05-13,8235.45
2015-05-12,8126.95
2015-05-11,8325.25
2015-05-08,8191.5
2015-05-07,8057.3
2015-05-06,8097
2015-05-05,8324.8
2015-05-04,8331.95
2015-04-30,8181.5
2015-04-29,8239.75
2015-04-28,8285.6
2015-04-27,8213.8
2015-04-24,8305.25
2015-04-23,8398.3
2015-04-22,8429.7
2015-04-21,8377.75
2015-04-20,8448.1
2015-04-17,8606
2015-04-16,8706.7
2015-04-15,8786.15
2015-04-13,8834
2015-04-10,8780.35
2015-04-09,8778.3
2015-04-08,8714.4
2015-04-07,8660.3
2015-04-06,8659.9
2015-04-01,8586.25
2015-03-31,8491
2015-03-30,8492.3
2015-03-27,8341.4
2015-03-26,8342.15
2015-03-25,8530.8
2015-03-24,8542.95
2015-03-23,8550.9
2015-03-20,8570.9
2015-03-19,8634.65
2015-03-18,8685.9
2015-03-17,8723.3
2015-03-16,8633.15
2015-03-13,8647.75
2015-03-12,8776
2015-03-11,8699.95
2015-03-10,8712.05
2015-03-09,8756.75
2015-03-05,8937.75
2015-03-04,8922.65
2015-03-03,8996.25
2015-03-02,8956.75
2015-02-28,8964.65
2015-02-27,8844.6
2015-02-26,8683.85
2015-02-25,8767.25
2015-02-24,8762.1
2015-02-23,8754.95
2015-02-20,8833.6
2015-02-19,8895.3
2015-02-18,8869.1
2015-02-16,8809.35
2015-02-13,8805.5
2015-02-12,8711.55
2015-02-11,8627.4
2015-02-10,8565.55
2015-02-09,8526.35
2015-02-06,8661.05
2015-02-05,8711.7
2015-02-04,8723.7
2015-02-03,8756.55
2015-02-02,8797.4
2015-01-30,8808.9
2015-01-29,8952.35
2015-01-28,8914.3
2015-01-27,8910.5
2015-01-23,8835.6
2015-01-22,8761.4
2015-01-21,8729.5
2015-01-20,8695.6
2015-01-19,8550.7
2015-01-16,8513.8
2015-01-15,8494.15
2015-01-14,8277.55
2015-01-13,8299.4
2015-01-12,8323
2015-01-09,8284.5
2015-01-08,8234.6
2015-01-07,8102.1
2015-01-06,8127.35
2015-01-05,8378.4
2015-01-02,8395.45
2015-01-01,8343.8
2014-12-31,8282.7
2014-12-30,8248.25
2014-12-29,8246.3
2014-12-26,8200.7
2014-12-24,8174.1
2014-12-23,8267
2014-12-22,8324
2014-12-19,8225.2
2014-12-18,8159.3
2014-12-17,8029.8
2014-12-16,8067.6
2014-12-15,8219.6
2014-12-12,8224.1
2014-12-11,8292.9
2014-12-10,8355.65
2014-12-09,8340.7
2014-12-08,8438.25
2014-12-05,8538.3
2014-12-04,8564.4
2014-12-03,8537.65
2014-12-02,8524.7
2014-12-01,8555.9
2014-11-28,8588.25
2014-11-27,8494.2
2014-11-26,8475.75
2014-11-25,8463.1
2014-11-24,8530.15
2014-11-21,8477.35
2014-11-20,8401.9
2014-11-19,8382.3
2014-11-18,8425.9
2014-11-17,8430.75
2014-11-14,8389.9
2014-11-13,8357.85
2014-11-12,8383.3
2014-11-11,8362.65
2014-11-10,8344.25
2014-11-07,8337
2014-11-05,8338.3
2014-11-03,8324.15
2014-10-31,8322.2
2014-10-30,8169.2
2014-10-29,8090.45
2014-10-28,8027.6
2014-10-27,7991.7
2014-10-23,8014.55
2014-10-22,7995.9
2014-10-21,7927.75
2014-10-20,7879.4
2014-10-17,7779.7
2014-10-16,7748.2
2014-10-14,7864
2014-10-13,7884.25
2014-10-10,7859.95
2014-10-09,7960.55
2014-10-08,7842.7
2014-10-07,7852.4
2014-10-01,7945.55
2014-09-30,7964.8
2014-09-29,7958.9
2014-09-26,7968.85
2014-09-25,7911.85
2014-09-24,8002.4
2014-09-23,8017.55
2014-09-22,8146.3
2014-09-19,8121.45
2014-09-18,8114.75
2014-09-17,7975.5
2014-09-16,7932.9
2014-09-15,8042
2014-09-12,8105.5
2014-09-11,8085.7
2014-09-10,8094.1
2014-09-09,8152.95
2014-09-08,8173.9
2014-09-05,8086.85
2014-09-04,8095.95
2014-09-03,8114.6
2014-09-02,8083.05
2014-09-01,8027.7
2014-08-28,7954.35
2014-08-27,7936.05
2014-08-26,7904.75
2014-08-25,7906.3
2014-08-22,7913.2
2014-08-21,7891.1
2014-08-20,7875.3
2014-08-19,7897.5
2014-08-18,7874.25
2014-08-14,7791.7
2014-08-13,7739.55
2014-08-12,7727.05
2014-08-11,7625.95
2014-08-08,7568.55
2014-08-07,7649.25
2014-08-06,7672.05
2014-08-05,7746.55
2014-08-04,7683.65
2014-08-01,7602.6
2014-07-31,7721.3
2014-07-30,7791.4
2014-07-28,7748.7
2014-07-25,7790.45
2014-07-24,7830.6
2014-07-23,7795.75
2014-07-22,7767.85
2014-07-21,7684.2
2014-07-18,7663.9
2014-07-17,7640.45
2014-07-16,7624.4
2014-07-15,7526.65
2014-07-14,7454.15
2014-07-11,7459.6
2014-07-10,7567.75
2014-07-09,7585
2014-07-08,7623.2
2014-07-07,7787.15
2014-07-04,7751.6
2014-07-03,7714.8
2014-07-02,7725.15
2014-07-01,7634.7
2014-06-30,7611.35
2014-06-27,7508.8
2014-06-26,7493.2
2014-06-25,7569.25
2014-06-24,7580.2
2014-06-23,7493.35
2014-06-20,7511.45
2014-06-19,7540.7
2014-06-18,7558.2
2014-06-17,7631.7
2014-06-16,7533.55
2014-06-13,7542.1
2014-06-12,7649.9
2014-06-11,7626.85
2014-06-10,7656.4
2014-06-09,7654.6
2014-06-06,7583.4
2014-06-05,7474.1
2014-06-04,7402.25
2014-06-03,7415.85
2014-06-02,7362.5
2014-05-30,7229.95
2014-05-29,7235.65
2014-05-28,7329.65
2014-05-27,7318
2014-05-26,7359.05
2014-05-23,7367.1
2014-05-22,7276.4
2014-05-21,7252.9
2014-05-20,7275.5
2014-05-19,7263.55
2014-05-16,7203
2014-05-15,7123.15
2014-05-14,7108.75
2014-05-13,7108.75
2014-05-12,7014.25
2014-05-09,6858.8
2014-05-08,6659.85
2014-05-07,6652.55
2014-05-06,6715.3
2014-05-05,6699.35
2014-05-02,6694.8
2014-04-30,6696.4
2014-04-29,6715.25
2014-04-28,6761.25
2014-04-25,6782.75
2014-04-23,6840.8
2014-04-22,6815.35
2014-04-21,6817.65
2014-04-17,6779.4
2014-04-16,6675.3
2014-04-15,6733.1
2014-04-11,6776.3
2014-04-10,6796.4
2014-04-09,6796.2
2014-04-07,6695.05
2014-04-04,6694.35
2014-04-03,6736.1
2014-04-02,6752.55
2014-04-01,6721.05
2014-03-31,6704.2
2014-03-28,6695.9
2014-03-27,6641.75
2014-03-26,6601.4
2014-03-25,6589.75
2014-03-24,6583.5
2014-03-22,6512.15
2014-03-21,6493.2
2014-03-20,6483.1
2014-03-19,6524.05
2014-03-18,6516.65
2014-03-14,6504.2
2014-03-13,6493.1
2014-03-12,6516.9
2014-03-11,6511.9
2014-03-10,6537.25
2014-03-07,6526.65
2014-03-06,6401.15
2014-03-05,6328.65
2014-03-04,6297.95
2014-03-03,6221.45
2014-02-28,6276.95
2014-02-26,6238.8
2014-02-25,6200.05
2014-02-24,6186.1
2014-02-21,6155.45
2014-02-20,6091.45
2014-02-19,6152.75
2014-02-18,6127.1
2014-02-17,6073.3
2014-02-14,6048.35
2014-02-13,6001.1
2014-02-12,6084
2014-02-11,6062.7
2014-02-10,6053.45
2014-02-07,6063.2
2014-02-06,6036.3
2014-02-05,6022.4
2014-02-04,6000.9
2014-02-03,6001.8
2014-01-31,6089.5
2014-01-30,6073.7
2014-01-29,6120.25
2014-01-28,6126.25
2014-01-27,6135.85
2014-01-24,6266.75
2014-01-23,6345.65
2014-01-22,6338.95
2014-01-21,6313.8
2014-01-20,6303.95
2014-01-17,6261.65
2014-01-16,6318.9
2014-01-15,6320.9
2014-01-14,6241.85
2014-01-13,6272.75
2014-01-10,6171.45
2014-01-09,6168.35
2014-01-08,6174.6
2014-01-07,6162.25
2014-01-06,6191.45
2014-01-03,6211.15
2014-01-02,6221.15
2014-01-01,6358.15
2013-12-31,6304
2013-12-30,6291.1
2013-12-27,6313.8
2013-12-26,6278.9
2013-12-24,6268.4
2013-12-23,6284.5
2013-12-20,6274.25
2013-12-19,6166.65
2013-12-18,6217.15
2013-12-17,6139.05
2013-12-16,6154.7
2013-12-13,6168.4
2013-12-12,6237.05
2013-12-11,6307.9
2013-12-10,6332.85
2013-12-09,6363.9
2013-12-06,6259.9
2013-12-05,6241.1
2013-12-04,6160.95
2013-12-03,6201.85
2013-12-02,6217.85
2013-11-29,6176.1
2013-11-28,6091.85
2013-11-27,6057.1
2013-11-26,6059.1
2013-11-25,6115.35
2013-11-22,5995.45
2013-11-21,5999.05
2013-11-20,6122.9
2013-11-19,6203.35
2013-11-18,6189
2013-11-14,6056.15
2013-11-13,5989.6
2013-11-12,6018.05
2013-11-11,6078.8
2013-11-08,6140.75
2013-11-07,6187.25
2013-11-06,6215.15
2013-11-05,6253.15
2013-11-03,6353.05
2013-11-01,6307.2
2013-10-31,6299.15
2013-10-30,6251.7
2013-10-29,6220.9
2013-10-28,6101.1
2013-10-25,6144.9
2013-10-24,6164.35
2013-10-23,6178.35
2013-10-22,6202.8
2013-10-21,6204.95
2013-10-18,6189.35
2013-10-17,6045.85
2013-10-15,6089.05
2013-10-14,6112.7
2013-10-11,6096.2
2013-10-10,6020.95
2013-10-09,6007.45
2013-10-08,5928.4
2013-10-07,5906.15
2013-10-04,5907.3
2013-10-03,5909.7
2013-10-01,5780.05
2013-09-30,5735.3
2013-09-27,5833.2
2013-09-26,5882.25
2013-09-25,5873.85
2013-09-24,5892.45
2013-09-23,5889.75
2013-09-20,6012.1
2013-09-19,6115.55
2013-09-18,5899.45
2013-09-17,5850.2
2013-09-16,5840.55
2013-09-13,5850.6
2013-09-12,5850.7
2013-09-11,5913.15
2013-09-10,5896.75
2013-09-09,5680.4
2013-09-06,5680.4
2013-09-05,5592.95
2013-09-04,5448.1
2013-09-03,5341.45
2013-09-02,5550.75
2013-08-30,5471.8
2013-08-29,5409.05
2013-08-28,5285
2013-08-27,5287.45
2013-08-26,5476.5
2013-08-23,5471.75
2013-08-22,5408.45
2013-08-21,5302.55
2013-08-20,5401.45
2013-08-19,5414.75
2013-08-16,5507.85
2013-08-15,5742.3
2013-08-14,5742.3
2013-08-13,5699.3
2013-08-12,5612.4
2013-08-09,5565.65
2013-08-08,5565.65
2013-08-07,5519.1
2013-08-06,5542.25
2013-08-05,5685.4
2013-08-02,5677.9
2013-08-01,5727.85
2013-07-31,5742
2013-07-30,5755.05
2013-07-29,5831.65
2013-07-26,5886.2
2013-07-25,5907.5
2013-07-24,5990.5
2013-07-23,6077.8
2013-07-22,6031.8
2013-07-19,6029.2
2013-07-18,6038.05
2013-07-17,5973.3
2013-07-16,5955.25
2013-07-15,6030.8
2013-07-12,6009
2013-07-11,5935.1
2013-07-10,5816.7
2013-07-09,5859
2013-07-08,5811.55
2013-07-05,5867.9
2013-07-04,5836.95
2013-07-03,5770.9
2013-07-02,5857.55
2013-07-01,5898.85
2013-06-28,5842.2
2013-06-27,5682.35
2013-06-26,5588.7
2013-06-25,5609.1
2013-06-24,5590.25
2013-06-21,5667.65
2013-06-20,5655.9
2013-06-19,5822.25
2013-06-18,5813.6
2013-06-17,5850.05
2013-06-14,5808.4
2013-06-13,5699.1
2013-06-12,5760.2
2013-06-11,5788.8
2013-06-10,5878
2013-06-07,5881
2013-06-06,5921.4
2013-06-05,5923.85
2013-06-04,5919.45
2013-06-03,5939.3
2013-05-31,5985.95
2013-05-30,6124.05
2013-05-29,6104.3
2013-05-28,6111.25
2013-05-27,6083.15
2013-05-24,5983.55
2013-05-23,5967.05
2013-05-22,6094.5
2013-05-21,6114.1
2013-05-20,6156.9
2013-05-17,6187.3
2013-05-16,6169.9
2013-05-15,6146.75
2013-05-14,5995.4
2013-05-13,5980.45
2013-05-11,6118.7
2013-05-10,6094.75
2013-05-09,6050.15
2013-05-08,6069.3
2013-05-07,6043.55
2013-05-06,5971.05
2013-05-03,5944
2013-05-02,5999.35
2013-05-01,5930.2
2013-04-30,5930.2
2013-04-29,5904.1
2013-04-26,5871.45
2013-04-25,5916.3
2013-04-24,5836.9
2013-04-23,5836.9
2013-04-22,5834.4
2013-04-19,5783.1
2013-04-18,5783.1
2013-04-17,5688.7
2013-04-16,5688.95
2013-04-15,5568.4
2013-04-12,5528.55
2013-04-11,5594
2013-04-10,5558.7
2013-04-09,5495.1
2013-04-08,5542.95
2013-04-05,5553.25
2013-04-04,5574.75
2013-04-03,5672.9
2013-04-02,5748.1
2013-04-01,5704.4
2013-03-28,5682.55
2013-03-27,5641.6
2013-03-26,5641.6
2013-03-25,5633.85
2013-03-22,5651.35
2013-03-21,5658.75
2013-03-20,5694.4
2013-03-19,5745.95
2013-03-18,5835.25
2013-03-15,5872.6
2013-03-14,5908.95
2013-03-13,5851.2
2013-03-12,5914.1
2013-03-11,5942.35
2013-03-08,5719.7
2013-03-07,5719.7
2013-03-06,5719.7
2013-03-05,5719.7
2013-03-04,5719.7
2013-03-01,5719.7
2013-02-28,5693.05
2013-02-27,5796.9
2013-02-26,5761.35
2013-02-25,5854.75
2013-02-22,5850.3
2013-02-21,5852.25
2013-02-20,5943.05
2013-02-19,5939.7
2013-02-18,5898.2
2013-02-15,5887.4
2013-02-14,5896.95
2013-02-13,5932.95
2013-02-12,5922.5
2013-02-11,5897.85
2013-02-08,5903.5
2013-02-07,5938.8
2013-02-06,5959.2
2013-02-05,5956.9
2013-02-04,5987.25
2013-02-01,5998.9
2013-01-31,6034.75
2013-01-30,6055.75
2013-01-29,6049.9
2013-01-28,6074.8
2013-01-25,6074.65
2013-01-24,6019.35
2013-01-23,6054.3
2013-01-22,6048.5
2013-01-21,6082.3
2013-01-18,6064.4
2013-01-17,6039.2
2013-01-16,6001.85
2013-01-15,6056.6
2013-01-14,6024.05
2013-01-11,5951.3
2013-01-10,5968.65
2013-01-09,5971.5
2013-01-08,6001.7
2013-01-07,5988.4
2013-01-04,6016.15
2013-01-03,6009.5
2013-01-02,5993.25
2013-01-01,6007.5
2012-12-31,5905.1
2012-12-28,5908.35
2012-12-27,5870.1
2012-12-26,5905.6
2012-12-24,5855.75
2012-12-21,5847.7
2012-12-20,5916.4
2012-12-19,5929.6
2012-12-18,5896.8
2012-12-17,5857.9
2012-12-14,5879.6
2012-12-13,5851.5
2012-12-12,5888
2012-12-11,5898.8
2012-12-10,5908.9
